,event,event type,frequency,start time,end time,time segment,quasi case id,related object
0,high demand of products: Fire Stick,hd,245,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,,Fire Stick
1,high demand of employees: Marco Pegoraro,hd,149,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,,Marco Pegoraro
2,high demand of customers: Iberian Sun Solaridades SA,hd,34,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,,Iberian Sun Solaridades SA
3,high load of object type orders,hl,163,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,,orders
4,high load of object type items,hl,680,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,,items
5,high load of object type packages,hl,71,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,,packages
6,high load (over all object types),hol,1504,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,,
7,object Echo Plus leaves the process in activity package delivered,ol,1,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,2.0,Echo Plus
8,object type packages leaves the process in activity package delivered,tl,1,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,2.0,packages
9,object iPad leaves the process in activity package delivered,ol,1,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,2.0,iPad
10,object type items leaves the process in activity package delivered,tl,1,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,2.0,items
11,object Alessandro Berti leaves the process in activity package delivered,ol,1,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,2.0,Alessandro Berti
12,object type orders leaves the process in activity confirm order,tl,1,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,10.0,orders
13,"object split in activity package delivered with objects ['Echo Dot', 'iPhone X', 'MacBook Air', 'MacBook Air', 'iPhone 8']",s,5,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,10.0,"['Echo Dot', 'iPhone X', 'MacBook Air', 'MacBook Air', 'iPhone 8']"
14,"object split in activity pick item with objects ['Echo Show 5', 'Christopher Schwanen']",s,2,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,10.0,"['Echo Show 5', 'Christopher Schwanen']"
15,object Detlef Wetzeler leaves the process in activity item out of stock,ol,1,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,10.0,Detlef Wetzeler
16,object Leah Tacke genannt Unterberg leaves the process in activity pick item,ol,1,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,10.0,Leah Tacke genannt Unterberg
17,object Echo Show 8 leaves the process in activity pay order,ol,1,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,10.0,Echo Show 8
18,"object split in activity reorder item with objects ['Fire Stick', 'Marco Pegoraro']",s,2,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,10.0,"['Fire Stick', 'Marco Pegoraro']"
19,"object split in activity place order with objects ['Kindle Paperwhite', 'iPad Air', 'iPad Pro', 'Eastern Oak Insurance Zrt.']",s,4,2023-05-16 08:08:40.900,2023-05-16 18:25:29.129,101,10.0,"['Kindle Paperwhite', 'iPad Air', 'iPad Pro', 'Eastern Oak Insurance Zrt.']"
