,event,event type,frequency,start time,end time,time segment,quasi case id,related object
0,high demand of products: Fire Stick,hd,201,2023-05-11 04:47:02.152,2023-05-11 15:03:50.381,89,,Fire Stick
1,high demand of employees: Marco Pegoraro,hd,119,2023-05-11 04:47:02.152,2023-05-11 15:03:50.381,89,,Marco Pegoraro
2,high demand of customers: Balkan Minerals d.o.o.,hd,28,2023-05-11 04:47:02.152,2023-05-11 15:03:50.381,89,,Balkan Minerals d.o.o.
3,high load of object type orders,hl,134,2023-05-11 04:47:02.152,2023-05-11 15:03:50.381,89,,orders
4,high load of object type items,hl,559,2023-05-11 04:47:02.152,2023-05-11 15:03:50.381,89,,items
5,high load of object type packages,hl,57,2023-05-11 04:47:02.152,2023-05-11 15:03:50.381,89,,packages
6,high load (over all object types),hol,1223,2023-05-11 04:47:02.152,2023-05-11 15:03:50.381,89,,
7,object Echo Plus leaves the process in activity package delivered,ol,1,2023-05-11 04:47:02.152,2023-05-11 15:03:50.381,89,2.0,Echo Plus
8,object type packages leaves the process in activity package delivered,tl,1,2023-05-11 04:47:02.152,2023-05-11 15:03:50.381,89,2.0,packages
9,object iPad leaves the process in activity package delivered,ol,1,2023-05-11 04:47:02.152,2023-05-11 15:03:50.381,89,2.0,iPad
10,object type items leaves the process in activity package delivered,tl,1,2023-05-11 04:47:02.152,2023-05-11 15:03:50.381,89,2.0,items
11,object Alessandro Berti leaves the process in activity package delivered,ol,1,2023-05-11 04:47:02.152,2023-05-11 15:03:50.381,89,2.0,Alessandro Berti
12,object type orders leaves the process in activity pay order,tl,1,2023-05-11 04:47:02.152,2023-05-11 15:03:50.381,89,10.0,orders
13,"object split in activity pick item with objects ['Marco Pegoraro', 'iPhone X']",s,2,2023-05-11 04:47:02.152,2023-05-11 15:03:50.381,89,10.0,"['Marco Pegoraro', 'iPhone X']"
14,object Fire Stick 4K leaves the process in activity confirm order,ol,1,2023-05-11 04:47:02.152,2023-05-11 15:03:50.381,89,10.0,Fire Stick 4K
15,object iPhone 11 leaves the process in activity confirm order,ol,1,2023-05-11 04:47:02.152,2023-05-11 15:03:50.381,89,10.0,iPhone 11
16,object Mara Nitschke leaves the process in activity confirm order,ol,1,2023-05-11 04:47:02.152,2023-05-11 15:03:50.381,89,10.0,Mara Nitschke
17,object MacBook Pro leaves the process in activity confirm order,ol,1,2023-05-11 04:47:02.152,2023-05-11 15:03:50.381,89,10.0,MacBook Pro
