,event,event type,frequency,start time,end time,time segment,quasi case id,related object
0,high demand of customers: SwissPeak Timepieces AG,hd,76,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,,SwissPeak Timepieces AG
1,high demand of employees: Marco Pegoraro,hd,415,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,,Marco Pegoraro
2,high demand of products: Fire Stick,hd,723,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,,Fire Stick
3,high load (over all object types),hol,4299,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,,
4,object iPhone 8 leaves the process in activity package delivered,ol,1,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,iPhone 8
5,object Alessandro Berti leaves the process in activity package delivered,ol,1,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,Alessandro Berti
6,object MacBook Pro leaves the process in activity package delivered,ol,1,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,MacBook Pro
7,object Fire Stick 4K leaves the process in activity package delivered,ol,1,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,Fire Stick 4K
8,object iPhone X leaves the process in activity package delivered,ol,1,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,iPhone X
9,object Istvan Koren leaves the process in activity confirm order,ol,1,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,Istvan Koren
10,"object split in activity package delivered with objects ['Majid Rafiei', 'Fire Stick']",s,2,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,"['Majid Rafiei', 'Fire Stick']"
11,object Detlef Wetzeler leaves the process in activity create package,ol,1,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,Detlef Wetzeler
12,"object split in activity send package with objects ['Majid Rafiei', 'Nina Graves']",s,2,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,"['Majid Rafiei', 'Nina Graves']"
13,object Majid Rafiei leaves the process in activity package delivered,ol,1,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,Majid Rafiei
14,object Echo leaves the process in activity package delivered,ol,1,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,Echo
15,object iPad Pro leaves the process in activity package delivered,ol,1,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,iPad Pro
16,object Kindle leaves the process in activity package delivered,ol,1,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,Kindle
17,"object split in activity place order with objects ['MacBook Air', 'Echo Plus']",s,2,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,"['MacBook Air', 'Echo Plus']"
18,high lagging time of object ['Nina Graves'] for activity send package,lt,1 days 01:22:07,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,['Nina Graves']
19,low lagging time of object ['Nina Graves'] in activity send package,llt,0 days 22:35:19,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,['Nina Graves']
20,"object join in activity send package with objects ['Nina Graves', 'Majid Rafiei', 'Echo', 'Echo Show 5', 'Kindle', 'iPad Pro']",j,6,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,"['Nina Graves', 'Majid Rafiei', 'Echo', 'Echo Show 5', 'Kindle', 'iPad Pro']"
21,high lagging time of object ['Majid Rafiei'] for activity package delivered,lt,0 days 00:00:00,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,['Majid Rafiei']
22,"high lagging time of object ['Echo', 'Echo Show 5', 'Kindle', 'iPad Pro'] for activity package delivered",lt,0 days 00:00:00,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,"['Echo', 'Echo Show 5', 'Kindle', 'iPad Pro']"
23,low lagging time of object ['Majid Rafiei'] in activity package delivered,llt,0 days 02:39:58,2023-06-26 13:43:15.280373820+00:00,2023-06-27 13:44:23.105140175+00:00,85,10.0,['Majid Rafiei']
