,event,event type,frequency,start time,end time,time segment,quasi case id,related object
0,high demand of products: Fire Stick,hd,213,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,,Fire Stick
1,high demand of employees: Marco Pegoraro,hd,128,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,,Marco Pegoraro
2,high demand of customers: Balkan Minerals d.o.o.,hd,28,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,,Balkan Minerals d.o.o.
3,high demand of customers: Mediterranea Luxury Cruises S.p.A.,hd,28,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,,Mediterranea Luxury Cruises S.p.A.
4,high load of object type orders,hl,144,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,,orders
5,high load of object type items,hl,596,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,,items
6,high load of object type packages,hl,60,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,,packages
7,high load (over all object types),hol,1300,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,,
8,object Echo Plus leaves the process in activity package delivered,ol,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,2.0,Echo Plus
9,object type packages leaves the process in activity package delivered,tl,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,2.0,packages
10,object iPad leaves the process in activity package delivered,ol,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,2.0,iPad
11,object type items leaves the process in activity package delivered,tl,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,2.0,items
12,object Alessandro Berti leaves the process in activity package delivered,ol,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,2.0,Alessandro Berti
13,object type orders leaves the process in activity confirm order,tl,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,10.0,orders
14,object MacBook Air leaves the process in activity confirm order,ol,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,10.0,MacBook Air
15,object iPad Pro leaves the process in activity confirm order,ol,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,10.0,iPad Pro
16,high lagging time of object ['Mara Nitschke'] for activity confirm order,lt,1 days 21:18:30,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,10.0,['Mara Nitschke']
17,"object join in activity confirm order with objects ['Mara Nitschke', 'Fire Stick 4K', 'Kindle', 'MacBook Pro']",j,4,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,10.0,"['Mara Nitschke', 'Fire Stick 4K', 'Kindle', 'MacBook Pro']"
18,object Christine von Dobbert leaves the process in activity confirm order,ol,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,14.0,Christine von Dobbert
19,object Fire Stick leaves the process in activity place order,ol,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,14.0,Fire Stick
20,object Iberian Sun Solaridades SA leaves the process in activity place order,ol,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,14.0,Iberian Sun Solaridades SA
21,object Fire Stick 4K leaves the process in activity create package,ol,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,14.0,Fire Stick 4K
22,object Echo Show 8 leaves the process in activity create package,ol,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,14.0,Echo Show 8
23,object iPad mini leaves the process in activity create package,ol,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,14.0,iPad mini
24,object iPhone 11 Pro leaves the process in activity create package,ol,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,14.0,iPhone 11 Pro
25,object iPhone 11 leaves the process in activity create package,ol,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,14.0,iPhone 11
26,object iPad leaves the process in activity create package,ol,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,14.0,iPad
27,object Echo Dot leaves the process in activity create package,ol,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,14.0,Echo Dot
28,object Kindle Paperwhite leaves the process in activity create package,ol,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,14.0,Kindle Paperwhite
29,object iPad Pro leaves the process in activity pick item,ol,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,14.0,iPad Pro
30,high lagging time of object ['iPad Pro'] for activity pick item,lt,0 days 02:30:08,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,14.0,['iPad Pro']
31,"object join in activity pick item with objects ['iPad Pro', 'Marco Pegoraro']",j,2,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,14.0,"['iPad Pro', 'Marco Pegoraro']"
32,high lagging time of object ['Echo Plus'] for activity pick item,lt,0 days 04:50:48,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,14.0,['Echo Plus']
33,"object join in activity pick item with objects ['Echo Plus', 'Benedikt Knopp']",j,2,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,14.0,"['Echo Plus', 'Benedikt Knopp']"
34,high lagging time of object ['MacBook Pro'] for activity item out of stock,lt,3 days 15:19:24,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,14.0,['MacBook Pro']
35,"object join in activity item out of stock with objects ['MacBook Pro', 'Marco Pegoraro']",j,2,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,14.0,"['MacBook Pro', 'Marco Pegoraro']"
36,object MacBook Air leaves the process in activity package delivered,ol,1,2023-05-14 04:44:39.755,2023-05-14 15:01:27.984,96,16.0,MacBook Air
