,event,event type,frequency,start time,end time,time segment,quasi case id,related object
0,high demand of products: iPhone 11 Pro,hd,107,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,,iPhone 11 Pro
1,high demand of employees: Christopher Schwanen,hd,61,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,,Christopher Schwanen
2,high demand of customers: Mediterranea Luxury Cruises S.p.A.,hd,21,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,,Mediterranea Luxury Cruises S.p.A.
3,high load of object type orders,hl,70,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,,orders
4,high load of object type items,hl,301,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,,items
5,high load of object type packages,hl,26,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,,packages
6,high load (over all object types),hol,604,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,,
7,object Echo Plus leaves the process in activity package delivered,ol,1,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,2.0,Echo Plus
8,object type packages leaves the process in activity package delivered,tl,1,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,2.0,packages
9,object iPad leaves the process in activity package delivered,ol,1,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,2.0,iPad
10,object type items leaves the process in activity package delivered,tl,1,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,2.0,items
11,object Alessandro Berti leaves the process in activity package delivered,ol,1,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,2.0,Alessandro Berti
12,"object split in activity confirm order with objects ['Eastern Oak Insurance Zrt.', 'Mara Nitschke']",s,2,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,10.0,"['Eastern Oak Insurance Zrt.', 'Mara Nitschke']"
13,"object split in activity pick item with objects ['Echo Studio', 'Benedikt Knopp']",s,2,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,10.0,"['Echo Studio', 'Benedikt Knopp']"
14,object iPhone X leaves the process in activity pay order,ol,1,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,10.0,iPhone X
15,object type orders leaves the process in activity pay order,tl,1,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,10.0,orders
16,"object split in activity confirm order with objects ['iPhone 11 Pro', 'iPhone 8']",s,2,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,10.0,"['iPhone 11 Pro', 'iPhone 8']"
17,object Leah Tacke genannt Unterberg leaves the process in activity pick item,ol,1,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,10.0,Leah Tacke genannt Unterberg
18,object Nina Graves leaves the process in activity item out of stock,ol,1,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,10.0,Nina Graves
19,object Kindle Paperwhite leaves the process in activity pick item,ol,1,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,10.0,Kindle Paperwhite
20,object Echo Studio leaves the process in activity pick item,ol,1,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,10.0,Echo Studio
21,high lagging time of object ['Eastern Oak Insurance Zrt.'] for activity place order,lt,3 days 21:48:41,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,10.0,['Eastern Oak Insurance Zrt.']
22,"object join in activity place order with objects ['Eastern Oak Insurance Zrt.', 'Echo Studio', 'iPhone 11 Pro']",j,3,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,10.0,"['Eastern Oak Insurance Zrt.', 'Echo Studio', 'iPhone 11 Pro']"
23,high lagging time of object ['Mara Nitschke'] for activity confirm order,lt,7 days 22:32:08,2023-05-01 08:20:32.885,2023-05-01 18:37:21.114,66,10.0,['Mara Nitschke']
