,event,event type,frequency,start time,end time,time segment,quasi case id,related object
0,high demand of products: iPad Pro,hd,148,2023-05-05 15:08:35.175,2023-05-06 01:25:23.404,76,,iPad Pro
1,high demand of employees: Nina Graves,hd,84,2023-05-05 15:08:35.175,2023-05-06 01:25:23.404,76,,Nina Graves
2,high demand of customers: Mediterranea Luxury Cruises S.p.A.,hd,24,2023-05-05 15:08:35.175,2023-05-06 01:25:23.404,76,,Mediterranea Luxury Cruises S.p.A.
3,high load of object type orders,hl,99,2023-05-05 15:08:35.175,2023-05-06 01:25:23.404,76,,orders
4,high load of object type items,hl,425,2023-05-05 15:08:35.175,2023-05-06 01:25:23.404,76,,items
5,high load of object type packages,hl,39,2023-05-05 15:08:35.175,2023-05-06 01:25:23.404,76,,packages
6,high load (over all object types),hol,861,2023-05-05 15:08:35.175,2023-05-06 01:25:23.404,76,,
7,object Echo Plus leaves the process in activity package delivered,ol,1,2023-05-05 15:08:35.175,2023-05-06 01:25:23.404,76,2.0,Echo Plus
8,object type packages leaves the process in activity package delivered,tl,1,2023-05-05 15:08:35.175,2023-05-06 01:25:23.404,76,2.0,packages
9,object iPad leaves the process in activity package delivered,ol,1,2023-05-05 15:08:35.175,2023-05-06 01:25:23.404,76,2.0,iPad
10,object type items leaves the process in activity package delivered,tl,1,2023-05-05 15:08:35.175,2023-05-06 01:25:23.404,76,2.0,items
11,object Alessandro Berti leaves the process in activity package delivered,ol,1,2023-05-05 15:08:35.175,2023-05-06 01:25:23.404,76,2.0,Alessandro Berti
12,object Detlef Wetzeler leaves the process in activity reorder item,ol,1,2023-05-05 15:08:35.175,2023-05-06 01:25:23.404,76,36.0,Detlef Wetzeler
13,object type orders leaves the process in activity confirm order,tl,1,2023-05-05 15:08:35.175,2023-05-06 01:25:23.404,76,36.0,orders
14,object Christine von Dobbert leaves the process in activity confirm order,ol,1,2023-05-05 15:08:35.175,2023-05-06 01:25:23.404,76,36.0,Christine von Dobbert
15,object MacBook Pro leaves the process in activity confirm order,ol,1,2023-05-05 15:08:35.175,2023-05-06 01:25:23.404,76,36.0,MacBook Pro
16,object Kindle Paperwhite leaves the process in activity confirm order,ol,1,2023-05-05 15:08:35.175,2023-05-06 01:25:23.404,76,36.0,Kindle Paperwhite
17,high lagging time of object ['Kindle'] for activity place order,lt,2 days 05:49:16,2023-05-05 15:08:35.175,2023-05-06 01:25:23.404,76,36.0,['Kindle']
18,"object join in activity place order with objects ['Kindle', 'Balkan Minerals d.o.o.']",j,2,2023-05-05 15:08:35.175,2023-05-06 01:25:23.404,76,36.0,"['Kindle', 'Balkan Minerals d.o.o.']"
