,event,event type,frequency,start time,end time,time segment,quasi case id,related object
0,high demand of products: iPhone 11 Pro,hd,103,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,,iPhone 11 Pro
1,high demand of employees: Christopher Schwanen,hd,59,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,,Christopher Schwanen
2,high demand of employees: Nina Graves,hd,59,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,,Nina Graves
3,high demand of customers: Mediterranea Luxury Cruises S.p.A.,hd,20,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,,Mediterranea Luxury Cruises S.p.A.
4,high load of object type orders,hl,69,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,,orders
5,high load of object type items,hl,299,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,,items
6,high load of object type packages,hl,25,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,,packages
7,high load (over all object types),hol,594,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,,
8,object type packages leaves the process in activity package delivered,tl,1,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,2.0,packages
9,object type items leaves the process in activity package delivered,tl,1,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,2.0,items
10,object Echo Plus leaves the process in activity package delivered,ol,1,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,2.0,Echo Plus
11,object Alessandro Berti leaves the process in activity package delivered,ol,1,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,2.0,Alessandro Berti
12,object iPad leaves the process in activity package delivered,ol,1,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,2.0,iPad
13,"object split in activity confirm order with objects ['Eastern Oak Insurance Zrt.', 'Mara Nitschke']",s,2,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,10.0,"['Eastern Oak Insurance Zrt.', 'Mara Nitschke']"
14,object Benedikt Knopp leaves the process in activity pick item,ol,1,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,10.0,Benedikt Knopp
15,object type orders leaves the process in activity pay order,tl,1,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,10.0,orders
16,object iPhone X leaves the process in activity pay order,ol,1,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,10.0,iPhone X
17,"object split in activity confirm order with objects ['iPhone 11 Pro', 'iPhone 8']",s,2,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,10.0,"['iPhone 11 Pro', 'iPhone 8']"
18,high lagging time of object ['Eastern Oak Insurance Zrt.'] for activity place order,lt,3 days 21:48:41,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,10.0,['Eastern Oak Insurance Zrt.']
19,"object join in activity place order with objects ['Eastern Oak Insurance Zrt.', 'Echo Studio', 'iPhone 11 Pro']",j,3,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,10.0,"['Eastern Oak Insurance Zrt.', 'Echo Studio', 'iPhone 11 Pro']"
20,high lagging time of object ['Mara Nitschke'] for activity confirm order,lt,7 days 22:32:08,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,10.0,['Mara Nitschke']
21,"object join in activity confirm order with objects ['Mara Nitschke', 'Echo Show 5', 'Echo Studio', 'Kindle Paperwhite', 'iPhone 11 Pro', 'iPhone 8']",j,6,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,10.0,"['Mara Nitschke', 'Echo Show 5', 'Echo Studio', 'Kindle Paperwhite', 'iPhone 11 Pro', 'iPhone 8']"
22,high lagging time of object ['Leah Tacke genannt Unterberg'] for activity pick item,lt,19 days 18:29:44,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,10.0,['Leah Tacke genannt Unterberg']
23,"object join in activity pick item with objects ['Leah Tacke genannt Unterberg', 'iPhone 11 Pro']",j,2,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,10.0,"['Leah Tacke genannt Unterberg', 'iPhone 11 Pro']"
24,high lagging time of object ['Nina Graves'] for activity item out of stock,lt,7 days 23:38:21,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,10.0,['Nina Graves']
25,"object join in activity item out of stock with objects ['Nina Graves', 'iPhone 8']",j,2,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,10.0,"['Nina Graves', 'iPhone 8']"
26,"object split in activity place order with objects ['SwissPeak Timepieces AG', 'Echo Plus']",s,2,2023-04-29 12:37:41.443925230,2023-04-30 12:38:49.268691585,27,11.0,"['SwissPeak Timepieces AG', 'Echo Plus']"
