,event,event type,frequency,start time,end time,time segment,quasi case id,related object
0,high demand of: AlpenTech Innovations AG,hd,18,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,AlpenTech Innovations AG
1,high demand of: Celtica Green Farms Oy,hd,14,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Celtica Green Farms Oy
2,high demand of: Baltic Wave Energies Ltd.,hd,10,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Baltic Wave Energies Ltd.
3,high demand of: Balkan Minerals d.o.o.,hd,14,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Balkan Minerals d.o.o.
4,high demand of: Riviera Robotics SAS,hd,8,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Riviera Robotics SAS
5,high demand of: Vesta Fashion House GmbH,hd,8,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Vesta Fashion House GmbH
6,high demand of: Eastern Oak Insurance Zrt.,hd,10,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Eastern Oak Insurance Zrt.
7,high demand of: SwissPeak Timepieces AG,hd,17,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,SwissPeak Timepieces AG
8,high demand of: Mediterranea Luxury Cruises S.p.A.,hd,24,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Mediterranea Luxury Cruises S.p.A.
9,high demand of: Iberian Sun Solaridades SA,hd,15,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Iberian Sun Solaridades SA
10,high demand of: Nordica Systems GmbH,hd,12,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Nordica Systems GmbH
11,high demand of: Golden Fleece Textiles S.A.R.L.,hd,6,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Golden Fleece Textiles S.A.R.L.
12,high demand of: Pantheon Art Gallery Kft.,hd,6,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Pantheon Art Gallery Kft.
13,high demand of: Carpathian Financial Services plc,hd,6,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Carpathian Financial Services plc
14,high demand of: Danube Pharmaceuticals BV,hd,13,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Danube Pharmaceuticals BV
15,high demand of: Leah Tacke genannt Unterberg,hd,76,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Leah Tacke genannt Unterberg
16,high demand of: Benedikt Knopp,hd,77,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Benedikt Knopp
17,high demand of: Christopher Schwanen,hd,75,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Christopher Schwanen
18,high demand of: Istvan Koren,hd,15,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Istvan Koren
19,high demand of: Nina Graves,hd,79,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Nina Graves
20,high demand of: Wil van der Aalst,hd,27,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Wil van der Aalst
21,high demand of: Marco Pegoraro,hd,72,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Marco Pegoraro
22,high demand of: Mahsa Bafrani,hd,74,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Mahsa Bafrani
23,high demand of: Detlef Wetzeler,hd,79,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Detlef Wetzeler
24,high demand of: Mara Nitschke,hd,12,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Mara Nitschke
25,high demand of: Jan Niklas Adams,hd,6,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Jan Niklas Adams
26,high demand of: Christine von Dobbert,hd,28,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Christine von Dobbert
27,high demand of: Viki Peeva,hd,2,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Viki Peeva
28,high demand of: Eduardo Goulart Rocha,hd,24,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Eduardo Goulart Rocha
29,high demand of: Majid Rafiei,hd,24,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Majid Rafiei
30,high demand of: Yisong Zhang,hd,5,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Yisong Zhang
31,high demand of: Alessandro Berti,hd,12,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Alessandro Berti
32,high demand of: Gyunam Park,hd,13,2023-05-02 12:41:04.918224295+00:00,2023-05-03 12:42:12.742990650+00:00,30,,Gyunam Park
