,event,event type,frequency,start time,end time,time segment,quasi case id,related object
0,high demand of: AlpenTech Innovations AG,hd,214,2024-02-01 17:51:56.728971920+00:00,2024-02-02 17:53:04.553738275+00:00,305,,AlpenTech Innovations AG
1,high demand of: Celtica Green Farms Oy,hd,255,2024-02-01 17:51:56.728971920+00:00,2024-02-02 17:53:04.553738275+00:00,305,,Celtica Green Farms Oy
2,high demand of: Baltic Wave Energies Ltd.,hd,233,2024-02-01 17:51:56.728971920+00:00,2024-02-02 17:53:04.553738275+00:00,305,,Baltic Wave Energies Ltd.
3,high demand of: Balkan Minerals d.o.o.,hd,255,2024-02-01 17:51:56.728971920+00:00,2024-02-02 17:53:04.553738275+00:00,305,,Balkan Minerals d.o.o.
4,high demand of: Riviera Robotics SAS,hd,252,2024-02-01 17:51:56.728971920+00:00,2024-02-02 17:53:04.553738275+00:00,305,,Riviera Robotics SAS
5,high demand of: Vesta Fashion House GmbH,hd,194,2024-02-01 17:51:56.728971920+00:00,2024-02-02 17:53:04.553738275+00:00,305,,Vesta Fashion House GmbH
6,high demand of: Eastern Oak Insurance Zrt.,hd,236,2024-02-01 17:51:56.728971920+00:00,2024-02-02 17:53:04.553738275+00:00,305,,Eastern Oak Insurance Zrt.
7,high demand of: SwissPeak Timepieces AG,hd,256,2024-02-01 17:51:56.728971920+00:00,2024-02-02 17:53:04.553738275+00:00,305,,SwissPeak Timepieces AG
8,high demand of: Mediterranea Luxury Cruises S.p.A.,hd,220,2024-02-01 17:51:56.728971920+00:00,2024-02-02 17:53:04.553738275+00:00,305,,Mediterranea Luxury Cruises S.p.A.
9,high demand of: Iberian Sun Solaridades SA,hd,232,2024-02-01 17:51:56.728971920+00:00,2024-02-02 17:53:04.553738275+00:00,305,,Iberian Sun Solaridades SA
10,high demand of: Nordica Systems GmbH,hd,202,2024-02-01 17:51:56.728971920+00:00,2024-02-02 17:53:04.553738275+00:00,305,,Nordica Systems GmbH
11,high demand of: Golden Fleece Textiles S.A.R.L.,hd,255,2024-02-01 17:51:56.728971920+00:00,2024-02-02 17:53:04.553738275+00:00,305,,Golden Fleece Textiles S.A.R.L.
12,high demand of: Pantheon Art Gallery Kft.,hd,214,2024-02-01 17:51:56.728971920+00:00,2024-02-02 17:53:04.553738275+00:00,305,,Pantheon Art Gallery Kft.
13,high demand of: Carpathian Financial Services plc,hd,224,2024-02-01 17:51:56.728971920+00:00,2024-02-02 17:53:04.553738275+00:00,305,,Carpathian Financial Services plc
14,high demand of: Danube Pharmaceuticals BV,hd,172,2024-02-01 17:51:56.728971920+00:00,2024-02-02 17:53:04.553738275+00:00,305,,Danube Pharmaceuticals BV
15,high demand of: Leah Tacke genannt Unterberg,hd,1565,2024-02-01 17:51:56.728971920+00:00,2024-02-02 17:53:04.553738275+00:00,305,,Leah Tacke genannt Unterberg
16,high demand of: Benedikt Knopp,hd,1596,2024-02-01 17:51:56.728971920+00:00,2024-02-02 17:53:04.553738275+00:00,305,,Benedikt Knopp
