,event,event type,frequency,start time,end time,time segment,quasi case id,related object
0,high demand of customers: AlpenTech Innovations AG,hd,6,2023-04-02 12:07:10.175233645+00:00,2023-04-03 12:08:18+00:00,0,,AlpenTech Innovations AG
1,high demand of employees: Leah Tacke genannt Unterberg,hd,6,2023-04-02 12:07:10.175233645+00:00,2023-04-03 12:08:18+00:00,0,,Leah Tacke genannt Unterberg
2,high demand of products: Kindle Paperwhite,hd,8,2023-04-02 12:07:10.175233645+00:00,2023-04-03 12:08:18+00:00,0,,Kindle Paperwhite
3,high load of object type items,hl,32,2023-04-02 12:07:10.175233645+00:00,2023-04-03 12:08:18+00:00,0,,items
4,high load of object type orders,hl,6,2023-04-02 12:07:10.175233645+00:00,2023-04-03 12:08:18+00:00,0,,orders
5,high load of object type packages,hl,0,2023-04-02 12:07:10.175233645+00:00,2023-04-03 12:08:18+00:00,0,,packages
6,high load (over all object types),hol,26,2023-04-02 12:07:10.175233645+00:00,2023-04-03 12:08:18+00:00,0,,
7,"object (type) split in activity place order with object (types) ['items', ['iPhone 11 Pro'], ['AlpenTech Innovations AG'], 'items', ['Echo'], 'items', 'orders']",s,7,2023-04-02 12:07:10.175233645+00:00,2023-04-03 12:08:18+00:00,0,0.0,"['items', ['iPhone 11 Pro'], ['AlpenTech Innovations AG'], 'items', ['Echo'], 'items', 'orders']"
8,"object (type) split in activity pick item with object (types) [['Leah Tacke genannt Unterberg'], 'items', ['iPhone 11 Pro']]",s,3,2023-04-02 12:07:10.175233645+00:00,2023-04-03 12:08:18+00:00,0,0.0,"[['Leah Tacke genannt Unterberg'], 'items', ['iPhone 11 Pro']]"
9,"object (type) split in activity place order with object (types) ['items', ['iPad mini'], ['AlpenTech Innovations AG'], 'items', 'orders', ['Kindle Paperwhite', 'MacBook Pro', 'iPad mini']]",s,6,2023-04-02 12:07:10.175233645+00:00,2023-04-03 12:08:18+00:00,0,0.0,"['items', ['iPad mini'], ['AlpenTech Innovations AG'], 'items', 'orders', ['Kindle Paperwhite', 'MacBook Pro', 'iPad mini']]"
10,"object (type) split in activity pick item with object (types) [['Leah Tacke genannt Unterberg'], ['Echo'], 'items']",s,3,2023-04-02 12:07:10.175233645+00:00,2023-04-03 12:08:18+00:00,0,0.0,"[['Leah Tacke genannt Unterberg'], ['Echo'], 'items']"
