,event,event type,frequency,start time,end time,time segment,quasi case id,related object
0,high demand of customers: Balkan Minerals d.o.o.,hd,262,2024-02-04 17:55:20.203270985+00:00,2024-02-05 17:56:28.028037340+00:00,308,,Balkan Minerals d.o.o.
1,high demand of employees: Mahsa Bafrani,hd,1682,2024-02-04 17:55:20.203270985+00:00,2024-02-05 17:56:28.028037340+00:00,308,,Mahsa Bafrani
2,high demand of products: iPhone X,hd,2526,2024-02-04 17:55:20.203270985+00:00,2024-02-05 17:56:28.028037340+00:00,308,,iPhone X
3,high load (over all object types),hol,18129,2024-02-04 17:55:20.203270985+00:00,2024-02-05 17:56:28.028037340+00:00,308,,
4,object Leah Tacke genannt Unterberg leaves the process in activity send package,ol,1,2024-02-04 17:55:20.203270985+00:00,2024-02-05 17:56:28.028037340+00:00,308,11.0,Leah Tacke genannt Unterberg
5,"object (type) split in activity confirm order with object (types) [['iPad Air', 'iPhone 8'], ['Christine von Dobbert']]",s,2,2024-02-04 17:55:20.203270985+00:00,2024-02-05 17:56:28.028037340+00:00,308,11.0,"[['iPad Air', 'iPhone 8'], ['Christine von Dobbert']]"
6,object MacBook Air leaves the process in activity pick item,ol,1,2024-02-04 17:55:20.203270985+00:00,2024-02-05 17:56:28.028037340+00:00,308,11.0,MacBook Air
7,"object (type) split in activity place order with object (types) [['Echo Show 8', 'Kindle'], ['SwissPeak Timepieces AG']]",s,2,2024-02-04 17:55:20.203270985+00:00,2024-02-05 17:56:28.028037340+00:00,308,11.0,"[['Echo Show 8', 'Kindle'], ['SwissPeak Timepieces AG']]"
8,object Christopher Schwanen leaves the process in activity pick item,ol,1,2024-02-04 17:55:20.203270985+00:00,2024-02-05 17:56:28.028037340+00:00,308,11.0,Christopher Schwanen
9,object Detlef Wetzeler leaves the process in activity pick item,ol,1,2024-02-04 17:55:20.203270985+00:00,2024-02-05 17:56:28.028037340+00:00,308,11.0,Detlef Wetzeler
10,"object (type) split in activity package delivered with object (types) [['Echo Show 8'], ['Echo Show 5', 'Echo Show 8', 'Kindle'], ['iPhone 8']]",s,3,2024-02-04 17:55:20.203270985+00:00,2024-02-05 17:56:28.028037340+00:00,308,11.0,"[['Echo Show 8'], ['Echo Show 5', 'Echo Show 8', 'Kindle'], ['iPhone 8']]"
11,object Marco Pegoraro leaves the process in activity item out of stock,ol,1,2024-02-04 17:55:20.203270985+00:00,2024-02-05 17:56:28.028037340+00:00,308,11.0,Marco Pegoraro
12,high lagging time of object ['Detlef Wetzeler'] for activity pick item,lt,4 days 21:35:32,2024-02-04 17:55:20.203270985+00:00,2024-02-05 17:56:28.028037340+00:00,308,11.0,['Detlef Wetzeler']
13,high lagging time of object ['Eduardo Goulart Rocha'] for activity package delivered,lt,0 days 20:34:25,2024-02-04 17:55:20.203270985+00:00,2024-02-05 17:56:28.028037340+00:00,308,11.0,['Eduardo Goulart Rocha']
14,"high lagging time of object ['Echo Studio', 'Fire Stick', 'iPad mini', 'iPhone X'] for activity package delivered",lt,0 days 20:34:25,2024-02-04 17:55:20.203270985+00:00,2024-02-05 17:56:28.028037340+00:00,308,11.0,"['Echo Studio', 'Fire Stick', 'iPad mini', 'iPhone X']"
15,"object (type) join in activity package delivered with objects [['Eduardo Goulart Rocha'], ['Echo Studio', 'Fire Stick', 'iPad mini', 'iPhone X'], ['iPad Air', 'iPhone 8'], ['Echo Show 8', 'Kindle'], ['Echo Show 5']]",j,5,2024-02-04 17:55:20.203270985+00:00,2024-02-05 17:56:28.028037340+00:00,308,11.0,"[['Eduardo Goulart Rocha'], ['Echo Studio', 'Fire Stick', 'iPad mini', 'iPhone X'], ['iPad Air', 'iPhone 8'], ['Echo Show 8', 'Kindle'], ['Echo Show 5']]"
16,high lagging time of object ['Marco Pegoraro'] for activity item out of stock,lt,2 days 02:35:19,2024-02-04 17:55:20.203270985+00:00,2024-02-05 17:56:28.028037340+00:00,308,11.0,['Marco Pegoraro']
17,"object (type) join in activity item out of stock with objects [['Marco Pegoraro'], ['Echo Show 8']]",j,2,2024-02-04 17:55:20.203270985+00:00,2024-02-05 17:56:28.028037340+00:00,308,11.0,"[['Marco Pegoraro'], ['Echo Show 8']]"
