,event,event type,frequency,start time,end time,time segment,quasi case id,related object
0,high demand of: AlpenTech Innovations AG,hd,148,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,AlpenTech Innovations AG
1,high demand of: Celtica Green Farms Oy,hd,162,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Celtica Green Farms Oy
2,high demand of: Baltic Wave Energies Ltd.,hd,160,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Baltic Wave Energies Ltd.
3,high demand of: Balkan Minerals d.o.o.,hd,149,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Balkan Minerals d.o.o.
4,high demand of: Riviera Robotics SAS,hd,170,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Riviera Robotics SAS
5,high demand of: Vesta Fashion House GmbH,hd,133,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Vesta Fashion House GmbH
6,high demand of: Eastern Oak Insurance Zrt.,hd,157,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Eastern Oak Insurance Zrt.
7,high demand of: SwissPeak Timepieces AG,hd,178,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,SwissPeak Timepieces AG
8,high demand of: Mediterranea Luxury Cruises S.p.A.,hd,156,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Mediterranea Luxury Cruises S.p.A.
9,high demand of: Iberian Sun Solaridades SA,hd,165,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Iberian Sun Solaridades SA
10,high demand of: Nordica Systems GmbH,hd,142,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Nordica Systems GmbH
11,high demand of: Golden Fleece Textiles S.A.R.L.,hd,175,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Golden Fleece Textiles S.A.R.L.
12,high demand of: Pantheon Art Gallery Kft.,hd,144,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Pantheon Art Gallery Kft.
13,high demand of: Carpathian Financial Services plc,hd,140,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Carpathian Financial Services plc
14,high demand of: Danube Pharmaceuticals BV,hd,108,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Danube Pharmaceuticals BV
15,high demand of: Leah Tacke genannt Unterberg,hd,1075,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Leah Tacke genannt Unterberg
16,high demand of: Benedikt Knopp,hd,1073,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Benedikt Knopp
17,high demand of: Christopher Schwanen,hd,1042,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Christopher Schwanen
18,high demand of: Istvan Koren,hd,257,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Istvan Koren
19,high demand of: Nina Graves,hd,1059,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Nina Graves
20,high demand of: Wil van der Aalst,hd,268,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Wil van der Aalst
21,high demand of: Marco Pegoraro,hd,1116,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Marco Pegoraro
22,high demand of: Mahsa Bafrani,hd,1134,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Mahsa Bafrani
23,high demand of: Detlef Wetzeler,hd,1010,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Detlef Wetzeler
24,high demand of: Mara Nitschke,hd,176,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Mara Nitschke
25,high demand of: Jan Niklas Adams,hd,144,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Jan Niklas Adams
26,high demand of: Christine von Dobbert,hd,294,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Christine von Dobbert
27,high demand of: Viki Peeva,hd,240,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Viki Peeva
28,high demand of: Eduardo Goulart Rocha,hd,246,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Eduardo Goulart Rocha
29,high demand of: Majid Rafiei,hd,233,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Majid Rafiei
30,high demand of: Yisong Zhang,hd,234,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Yisong Zhang
31,high demand of: Alessandro Berti,hd,306,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Alessandro Berti
32,high demand of: Gyunam Park,hd,261,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Gyunam Park
33,high demand of: Echo,hd,1525,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Echo
34,high demand of: iPhone 11 Pro,hd,1567,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,iPhone 11 Pro
35,high demand of: Kindle Paperwhite,hd,1720,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Kindle Paperwhite
36,high demand of: MacBook Pro,hd,1553,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,MacBook Pro
37,high demand of: iPad mini,hd,1434,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,iPad mini
38,high demand of: Fire Stick,hd,1772,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Fire Stick
39,high demand of: iPad Pro,hd,1669,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,iPad Pro
40,high demand of: iPhone 8,hd,1651,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,iPhone 8
41,high demand of: iPhone X,hd,1636,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,iPhone X
42,high demand of: Echo Dot,hd,1523,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Echo Dot
43,high demand of: Echo Show 8,hd,1642,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Echo Show 8
44,high demand of: Fire Stick 4K,hd,1657,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Fire Stick 4K
45,high demand of: Echo Studio,hd,1591,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Echo Studio
46,high demand of: MacBook Air,hd,1608,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,MacBook Air
47,high demand of: iPad Air,hd,1720,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,iPad Air
48,high demand of: Echo Show 5,hd,1476,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Echo Show 5
49,high demand of: iPad,hd,1510,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,iPad
50,high demand of: iPhone 11,hd,1481,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,iPhone 11
51,high demand of: Echo Plus,hd,1585,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Echo Plus
52,high demand of: Kindle,hd,1312,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,Kindle
53,high load of object type items,hl,35213,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,items
54,high load of object type orders,hl,3648,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,orders
55,high load of object type packages,hl,2088,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,packages
56,high load (over all object types),hol,12042,2023-10-28 16:03:25.551401840+00:00,2023-10-29 16:04:33.376168195+00:00,209,,
