,event,event type,frequency,start time,end time,time segment,quasi case id,related object
0,high demand of: AlpenTech Innovations AG,hd,20,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,AlpenTech Innovations AG
1,high demand of: Celtica Green Farms Oy,hd,20,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Celtica Green Farms Oy
2,high demand of: Baltic Wave Energies Ltd.,hd,18,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Baltic Wave Energies Ltd.
3,high demand of: Balkan Minerals d.o.o.,hd,23,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Balkan Minerals d.o.o.
4,high demand of: Riviera Robotics SAS,hd,10,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Riviera Robotics SAS
5,high demand of: Vesta Fashion House GmbH,hd,8,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Vesta Fashion House GmbH
6,high demand of: Eastern Oak Insurance Zrt.,hd,15,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Eastern Oak Insurance Zrt.
7,high demand of: SwissPeak Timepieces AG,hd,20,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,SwissPeak Timepieces AG
8,high demand of: Mediterranea Luxury Cruises S.p.A.,hd,24,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Mediterranea Luxury Cruises S.p.A.
9,high demand of: Iberian Sun Solaridades SA,hd,20,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Iberian Sun Solaridades SA
10,high demand of: Nordica Systems GmbH,hd,13,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Nordica Systems GmbH
11,high demand of: Golden Fleece Textiles S.A.R.L.,hd,9,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Golden Fleece Textiles S.A.R.L.
12,high demand of: Pantheon Art Gallery Kft.,hd,9,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Pantheon Art Gallery Kft.
13,high demand of: Carpathian Financial Services plc,hd,6,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Carpathian Financial Services plc
14,high demand of: Danube Pharmaceuticals BV,hd,16,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Danube Pharmaceuticals BV
15,high demand of: Leah Tacke genannt Unterberg,hd,96,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Leah Tacke genannt Unterberg
16,high demand of: Benedikt Knopp,hd,96,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Benedikt Knopp
17,high demand of: Christopher Schwanen,hd,109,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Christopher Schwanen
18,high demand of: Istvan Koren,hd,22,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Istvan Koren
19,high demand of: Nina Graves,hd,102,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Nina Graves
20,high demand of: Wil van der Aalst,hd,31,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Wil van der Aalst
21,high demand of: Marco Pegoraro,hd,102,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Marco Pegoraro
22,high demand of: Mahsa Bafrani,hd,101,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Mahsa Bafrani
23,high demand of: Detlef Wetzeler,hd,93,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Detlef Wetzeler
24,high demand of: Mara Nitschke,hd,15,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Mara Nitschke
25,high demand of: Jan Niklas Adams,hd,6,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Jan Niklas Adams
26,high demand of: Christine von Dobbert,hd,38,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Christine von Dobbert
27,high demand of: Viki Peeva,hd,2,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Viki Peeva
28,high demand of: Eduardo Goulart Rocha,hd,26,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Eduardo Goulart Rocha
29,high demand of: Majid Rafiei,hd,32,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Majid Rafiei
30,high demand of: Yisong Zhang,hd,11,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Yisong Zhang
31,high demand of: Alessandro Berti,hd,15,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Alessandro Berti
32,high demand of: Gyunam Park,hd,23,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Gyunam Park
33,high demand of: Echo,hd,122,2023-05-07 12:46:44.042056070+00:00,2023-05-08 12:47:51.866822425+00:00,35,,Echo
