,event,event type,frequency,start time,end time,time segment,quasi case id,related object
0,high demand of customers: Iberian Sun Solaridades SA,hd,57,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,,Iberian Sun Solaridades SA
1,high demand of employees: Mahsa Bafrani,hd,306,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,,Mahsa Bafrani
2,high demand of products: Fire Stick,hd,512,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,,Fire Stick
3,high load (over all object types),hol,3073,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,,
4,object Eduardo Goulart Rocha leaves the process in activity package delivered,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,11.0,Eduardo Goulart Rocha
5,object Alessandro Berti leaves the process in activity package delivered,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,11.0,Alessandro Berti
6,object Kindle Paperwhite leaves the process in activity package delivered,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,11.0,Kindle Paperwhite
7,object Viki Peeva leaves the process in activity package delivered,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,11.0,Viki Peeva
8,object iPad Air leaves the process in activity package delivered,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,11.0,iPad Air
9,object Fire Stick 4K leaves the process in activity package delivered,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,11.0,Fire Stick 4K
10,object Echo Studio leaves the process in activity package delivered,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,11.0,Echo Studio
11,object Marco Pegoraro leaves the process in activity pick item,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,11.0,Marco Pegoraro
12,high lagging time of object ['Echo'] for activity payment reminder,lt,15 days 19:24:45,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,11.0,['Echo']
13,low lagging time of object ['Echo'] in activity payment reminder,llt,1 days 23:44:53,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,11.0,['Echo']
14,"object join in activity payment reminder with objects ['Echo', 'Fire Stick']",j,2,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,11.0,"['Echo', 'Fire Stick']"
15,object iPad Pro leaves the process in activity payment reminder,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,16.0,iPad Pro
16,object Kindle leaves the process in activity payment reminder,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,16.0,Kindle
17,high lagging time of object ['MacBook Pro'] for activity payment reminder,lt,0 days 00:00:00,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,16.0,['MacBook Pro']
18,low lagging time of object ['MacBook Pro'] in activity payment reminder,llt,5 days 22:43:26,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,16.0,['MacBook Pro']
19,object Fire Stick 4K leaves the process in activity package delivered,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,19.0,Fire Stick 4K
20,object Majid Rafiei leaves the process in activity package delivered,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,19.0,Majid Rafiei
21,object iPad Pro leaves the process in activity pay order,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,19.0,iPad Pro
22,object Fire Stick leaves the process in activity pay order,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,19.0,Fire Stick
23,"high lagging time of object ['Echo', 'MacBook Air', 'iPhone 8'] for activity payment reminder",lt,10 days 09:31:41,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,19.0,"['Echo', 'MacBook Air', 'iPhone 8']"
24,"low lagging time of object ['Echo', 'MacBook Air', 'iPhone 8'] in activity payment reminder",llt,5 days 14:30:42,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,19.0,"['Echo', 'MacBook Air', 'iPhone 8']"
25,"object join in activity payment reminder with objects ['Echo', 'MacBook Air', 'iPhone 8', 'Kindle Paperwhite']",j,4,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,19.0,"['Echo', 'MacBook Air', 'iPhone 8', 'Kindle Paperwhite']"
26,object Eduardo Goulart Rocha leaves the process in activity package delivered,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,34.0,Eduardo Goulart Rocha
27,object iPhone X leaves the process in activity pay order,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,34.0,iPhone X
28,object iPad mini leaves the process in activity pay order,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,34.0,iPad mini
29,object Echo Show 8 leaves the process in activity pay order,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,34.0,Echo Show 8
30,object iPhone 8 leaves the process in activity pay order,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,34.0,iPhone 8
31,object iPhone 11 leaves the process in activity confirm order,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,34.0,iPhone 11
32,object Christine von Dobbert leaves the process in activity confirm order,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,34.0,Christine von Dobbert
33,object Fire Stick leaves the process in activity confirm order,ol,1,2023-06-08 13:22:54.434579430+00:00,2023-06-09 13:24:02.259345785+00:00,67,34.0,Fire Stick
