,event,event type,frequency,start time,end time,time segment,quasi case id,related object
0,high demand of products: Fire Stick,hd,1202,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,,Fire Stick
1,high demand of employees: Marco Pegoraro,hd,730,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,,Marco Pegoraro
2,high demand of customers: Golden Fleece Textiles S.A.R.L.,hd,124,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,,Golden Fleece Textiles S.A.R.L.
3,high load of object type orders,hl,750,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,,orders
4,high load of object type items,hl,3022,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,,items
5,high load of object type packages,hl,402,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,,packages
6,high load (over all object types),hol,7700,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,,
7,object type packages leaves the process in activity package delivered,tl,1,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,2.0,packages
8,object type items leaves the process in activity package delivered,tl,1,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,2.0,items
9,object Echo Plus leaves the process in activity package delivered,ol,1,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,2.0,Echo Plus
10,object Alessandro Berti leaves the process in activity package delivered,ol,1,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,2.0,Alessandro Berti
11,object iPad leaves the process in activity package delivered,ol,1,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,2.0,iPad
12,"object split in activity create package with objects ['Echo Show 5', 'Echo Show 5', 'Echo Studio', 'Fire Stick 4K']",s,4,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,10.0,"['Echo Show 5', 'Echo Show 5', 'Echo Studio', 'Fire Stick 4K']"
13,object Kindle Paperwhite leaves the process in activity pick item,ol,1,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,10.0,Kindle Paperwhite
14,object Christopher Schwanen leaves the process in activity pick item,ol,1,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,10.0,Christopher Schwanen
15,high lagging time of object typeorders for activity pay order,lt,0 days 00:00:00,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,10.0,orders
16,object Kindle joins the process in activity pay order,oj,1,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,10.0,Kindle
17,object iPhone X joins the process in activity pay order,oj,1,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,10.0,iPhone X
18,high lagging time of object ['Christopher Schwanen'] for activity pick item,lt,0 days 19:00:13,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,10.0,['Christopher Schwanen']
19,"object join in activity pick item with objects ['Christopher Schwanen', 'Echo Show 5']",j,2,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,10.0,"['Christopher Schwanen', 'Echo Show 5']"
20,high lagging time of object ['Gyunam Park'] for activity send package,lt,9 days 03:03:02,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,10.0,['Gyunam Park']
21,"object join in activity send package with objects ['Gyunam Park', 'Echo Studio', 'Fire Stick 4K', 'Mahsa Bafrani']",j,4,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,10.0,"['Gyunam Park', 'Echo Studio', 'Fire Stick 4K', 'Mahsa Bafrani']"
22,object type orders leaves the process in activity payment reminder,tl,1,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,orders
23,object iPad Pro leaves the process in activity pick item,ol,1,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,iPad Pro
24,"object split in activity pick item with objects ['Nina Graves', 'MacBook Air']",s,2,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,"['Nina Graves', 'MacBook Air']"
25,"object split in activity place order with objects ['iPhone 11', 'Fire Stick 4K']",s,2,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,"['iPhone 11', 'Fire Stick 4K']"
26,"object split in activity item out of stock with objects ['iPhone X', 'Leah Tacke genannt Unterberg']",s,2,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,"['iPhone X', 'Leah Tacke genannt Unterberg']"
27,object Nina Graves leaves the process in activity pick item,ol,1,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,Nina Graves
28,object MacBook Air leaves the process in activity confirm order,ol,1,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,MacBook Air
29,object MacBook Pro leaves the process in activity confirm order,ol,1,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,MacBook Pro
30,object Leah Tacke genannt Unterberg leaves the process in activity reorder item,ol,1,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,Leah Tacke genannt Unterberg
31,object Detlef Wetzeler leaves the process in activity pick item,ol,1,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,Detlef Wetzeler
32,"object split in activity confirm order with objects ['iPhone X', 'Fire Stick 4K']",s,2,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,"['iPhone X', 'Fire Stick 4K']"
33,"object split in activity reorder item with objects ['Echo Show 5', 'Marco Pegoraro']",s,2,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,"['Echo Show 5', 'Marco Pegoraro']"
34,high lagging time of object ['Nina Graves'] for activity pick item,lt,0 days 02:06:41,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,['Nina Graves']
35,"object join in activity pick item with objects ['Nina Graves', 'iPhone X']",j,2,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,"['Nina Graves', 'iPhone X']"
36,high lagging time of object ['Christine von Dobbert'] for activity confirm order,lt,1 days 21:55:53,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,['Christine von Dobbert']
37,"object join in activity confirm order with objects ['Christine von Dobbert', 'MacBook Pro', 'MacBook Air']",j,3,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,"['Christine von Dobbert', 'MacBook Pro', 'MacBook Air']"
38,high lagging time of object ['Kindle Paperwhite'] for activity pick item,lt,10 days 15:53:53,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,['Kindle Paperwhite']
39,"object join in activity pick item with objects ['Kindle Paperwhite', 'Mahsa Bafrani']",j,2,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,"['Kindle Paperwhite', 'Mahsa Bafrani']"
40,high lagging time of object ['Fire Stick 4K'] for activity reorder item,lt,0 days 00:16:38,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,['Fire Stick 4K']
41,"object join in activity reorder item with objects ['Fire Stick 4K', 'Leah Tacke genannt Unterberg']",j,2,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,"['Fire Stick 4K', 'Leah Tacke genannt Unterberg']"
42,high lagging time of object ['Detlef Wetzeler'] for activity pick item,lt,1 days 03:09:49,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,['Detlef Wetzeler']
43,"object join in activity pick item with objects ['Detlef Wetzeler', 'Fire Stick 4K']",j,2,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,"['Detlef Wetzeler', 'Fire Stick 4K']"
44,"high lagging time of object ['Echo Plus', 'Echo Studio', 'Fire Stick', 'Kindle'] for activity confirm order",lt,0 days 05:29:22,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,"['Echo Plus', 'Echo Studio', 'Fire Stick', 'Kindle']"
45,"object join in activity confirm order with objects ['Echo Plus', 'Echo Studio', 'Fire Stick', 'Kindle', 'iPhone X', 'iPhone 11']",j,6,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,"['Echo Plus', 'Echo Studio', 'Fire Stick', 'Kindle', 'iPhone X', 'iPhone 11']"
46,high lagging time of object ['Marco Pegoraro'] for activity reorder item,lt,1 days 00:00:38,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,['Marco Pegoraro']
47,"object join in activity reorder item with objects ['Marco Pegoraro', 'Echo Show 5']",j,2,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,"['Marco Pegoraro', 'Echo Show 5']"
48,high lagging time of object ['iPhone X'] for activity confirm order,lt,0 days 00:54:01,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,['iPhone X']
49,high lagging time of object ['Christine von Dobbert'] for activity confirm order,lt,0 days 00:54:01,2023-08-21 14:46:33.467289700,2023-08-22 14:47:41.292056055,141,11.0,['Christine von Dobbert']
