,event,event type,frequency,start time,end time,time segment,quasi case id,related object
0,high demand of products: iPad Pro,hd,41,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,,iPad Pro
1,high demand of employees: Marco Pegoraro,hd,27,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,,Marco Pegoraro
2,high demand of customers: AlpenTech Innovations AG,hd,11,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,,AlpenTech Innovations AG
3,high load of object type orders,hl,29,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,,orders
4,high load of object type items,hl,125,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,,items
5,high load of object type packages,hl,6,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,,packages
6,high load (over all object types),hol,226,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,,
7,object type split in activity place order with object types ['items'],s,1,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,6.0,['items']
8,object type split in activity confirm order with object types ['items'],s,1,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,6.0,['items']
9,object Mahsa Bafrani leaves the process in activity pick item,ol,1,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,6.0,Mahsa Bafrani
10,object type split in activity pay order with object types ['items'],s,1,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,6.0,['items']
11,object Marco Pegoraro leaves the process in activity pick item,ol,1,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,6.0,Marco Pegoraro
12,object type split in activity place order with object types ['items'],s,1,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,6.0,['items']
13,object type split in activity confirm order with object types ['items'],s,1,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,6.0,['items']
14,object Benedikt Knopp leaves the process in activity pick item,ol,1,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,6.0,Benedikt Knopp
15,object Detlef Wetzeler leaves the process in activity create package,ol,1,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,6.0,Detlef Wetzeler
16,object Leah Tacke genannt Unterberg leaves the process in activity send package,ol,1,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,6.0,Leah Tacke genannt Unterberg
17,high lagging time of object typeitems for activity item out of stock,lt,0 days 00:00:00,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,6.0,items
18,high lagging time of object typeitems for activity item out of stock,lt,0 days 00:00:00,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,6.0,items
19,high lagging time of object typeitems for activity reorder item,lt,0 days 00:00:00,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,6.0,items
20,high lagging time of object typeitems for activity confirm order,lt,0 days 04:48:09,2023-04-13 12:19:36.247663550,2023-04-14 12:20:44.072429905,11,6.0,items
